year,region_id,policy_id,policy_label,1,2,3,4,5,6,7,8,9,total
2015,17,11,Justicia,10339640.00,1343211.00,"",1141241.00,"",13920794.00,"","","",26744886.00
2015,17,13,Seguridad Ciudadana e Instituciones Penitenciarias,5070549.00,2839044.00,1100.00,709973.00,"",327300.00,"",19118.00,"",8967084.00
2015,17,14,Política Exterior,"",411381.00,"",320958.00,"",38380.00,858997.00,680.00,"",1630396.00
2015,17,21,Pensiones,"","","",6000.00,"","","","","",6000.00
2015,17,23,Servicios Sociales y Promoción Social,16995440.00,52749732.00,"",35246659.00,"",539889.00,1604089.00,"","",107135809.00
2015,17,24,Fomento del Empleo,3315387.00,1240602.00,"",16803415.00,"",10570.00,"","","",21369974.00
2015,17,26,Acceso a la Vivienda y Fomento de la Edificación,1881257.00,"","",1517654.00,"",65000.00,3403346.00,"","",6867257.00
2015,17,31,Sanidad,175254564.00,115128716.00,427600.00,104025199.00,"",1033048.00,1140374.00,"","",397009501.00
2015,17,32,Educación,139522736.00,14949569.00,10000.00,71993812.00,"",4897529.00,1987504.00,"","",233361150.00
2015,17,33,Cultura,5476436.00,5447386.00,"",3538941.00,"",1636754.00,3266000.00,"","",19365517.00
2015,17,41,"Agricultura, Pesca y Alimentación",6747726.00,2808750.00,15000.00,9945432.00,"",2214250.00,16082224.00,"","",37813382.00
2015,17,42,Industria y Energía,1258086.00,491671.00,"","","",12348.00,45000.00,"","",1807105.00
2015,17,43,"Comercio, Turismo y Pymes",3369914.00,2068154.00,295873.00,4553663.00,"",111299.00,11860358.00,28495000.00,3489504.00,54243765.00
2015,17,44,Subvenciones al Transporte,"","","",3378520.00,"","","","","",3378520.00
2015,17,45,Infraestructuras,14179196.00,15010759.00,5000.00,10556091.00,"",27776226.00,24239831.00,1602689.00,"",93369792.00
2015,17,46,"Investigación, Desarrollo e Innovación",9695460.00,18017928.00,355.00,7342112.00,"",9965146.00,30826161.00,"",441940.00,76289102.00
2015,17,49,Otras Actuaciones de Carácter Económico,3920685.00,270296.00,"",896005.00,"",26545.00,39075.00,"","",5152606.00
2015,17,91,Alta Dirección,5433391.00,2678091.00,500.00,1380030.00,"",449200.00,34920.00,50436.00,"",10026568.00
2015,17,92,Servicios de Carácter General,11334716.00,4964830.00,30785.00,192420.00,"",1455840.00,"",180300.00,"",18158891.00
2015,17,93,Administración Financiera y Tributaria,5188270.00,5248898.00,115000.00,7910.00,1000000.00,4700.00,"","","",11564778.00
2015,17,94,Transferencias a otras Administraciones Públicas,"","","",947000.00,"","","","","",947000.00
2015,17,95,Deuda Pública,"","",38841232.00,"","","","","",98159414.00,137000646.00
2009,13,11,Justicia,218225014.00,120228197.00,"",34369920.00,"",27451000.00,"",5061758.00,"",405335889.00
2009,13,13,Seguridad Ciudadana e Instituciones Penitenciarias,93552793.00,45774728.00,"",99183000.00,"",44742300.00,638569.00,19792.00,"",283911182.00
2009,13,14,Política Exterior,1572255.00,556012.00,"",27099430.00,"",17000.00,11182500.00,"","",40427197.00
2009,13,23,Servicios Sociales y Promoción Social,324957654.00,721308912.00,"",314303806.00,"",34614161.00,5773708.00,1072413.00,"",1402030654.00
2009,13,24,Fomento del Empleo,70038369.00,76751897.00,"",380176633.00,"",11915053.00,11220081.00,159649.00,"",550261682.00
2009,13,26,Acceso a la Vivienda y Fomento de la Edificación,58926920.00,65062376.00,12000.00,9500000.00,"",229366299.00,139780765.00,1258306.00,"",503906666.00
2009,13,31,Sanidad,3197659964.00,2385880949.00,"",1264478053.00,"",188612103.00,7140521.00,3659390.00,"",7047430980.00
2009,13,32,Educación,2211099496.00,304665176.00,"",1954597780.00,"",197328994.00,71737031.00,5242451.00,"",4744670928.00
2009,13,33,Cultura,61293110.00,100947551.00,"",59578973.00,"",53269321.00,23080046.00,198701.00,"",298367702.00
2009,13,42,Industria y Energía,7542128.00,1886615.00,"",120000.00,"",107100.00,18285170.00,354.00,"",27941367.00
2009,13,43,"Comercio, Turismo y Pymes",8195259.00,3937974.00,"",20141000.00,"",515000.00,15904405.00,"","",48693638.00
2009,13,45,Infraestructuras,75966914.00,30453012.00,"",1448563015.00,"",416723275.00,81415282.00,157062376.00,"",2210183874.00
2009,13,46,"Investigación, Desarrollo e Innovación",15885083.00,6493622.00,"",7720212.00,"",4139800.00,116140355.00,37903.00,"",150416975.00
2009,13,49,Otras Actuaciones de Carácter Económico,13801876.00,19383970.00,"",8686546.00,"",206591.00,295219.00,15108.00,"",42389310.00
2009,13,91,Alta Dirección,32127113.00,10871025.00,600.00,2964741.00,"",862771.00,"",307636.00,"",47133886.00
2009,13,92,Servicios de Carácter General,180174214.00,88496084.00,"",261745842.00,"",130553905.00,53491623.00,486633.00,"",714948301.00
2009,13,93,Administración Financiera y Tributaria,54895031.00,23500334.00,"",53450.00,"",287500.00,57334527.00,"","",136070842.00
2009,13,94,Transferencias a otras Administraciones Públicas,"","","",3628387.00,"","",53344615.00,"","",56973002.00
2009,13,95,Deuda Pública,"","",275135316.00,"","","","","",997270623.00,1272405939.00
2009,14,13,Seguridad Ciudadana e Instituciones Penitenciarias,1911646.00,7946088.00,"",35416637.00,"",799521.00,5418855.00,"","",51492747.00
2009,14,14,Política Exterior,824851.00,598364.00,"",1780800.00,"",169000.00,2698700.00,"","",6071715.00
2009,14,21,Pensiones,"","","",1258824.00,"","","","","",1258824.00
2009,14,23,Servicios Sociales y Promoción Social,73955620.00,75343582.00,"",106568459.00,"",16520427.00,19127632.00,"","",291515720.00
2009,14,24,Fomento del Empleo,7094355.00,3342128.00,"",106719919.00,"",3638555.00,6999750.00,"","",127794707.00
2009,14,26,Acceso a la Vivienda y Fomento de la Edificación,4967144.00,1392265.00,23000.00,38223.00,"",11266630.00,21134234.00,"","",38821496.00
2009,14,29,Gestión y Administración de la Seguridad Social,5463171.00,1713277.00,"",280000.00,"",240000.00,3000.00,"","",7699448.00
2009,14,31,Sanidad,23708417.00,15484571.00,"",1690610994.00,"",17373110.00,64862246.00,"","",1812039338.00
2009,14,32,Educación,850522416.00,61100973.00,2000.00,376999346.00,"",45281239.00,56138855.00,120000.00,"",1390164829.00
2009,14,33,Cultura,12368880.00,9028031.00,"",24008338.00,"",13714900.00,31262826.00,30000.00,"",90412975.00
2009,14,41,"Agricultura, Pesca y Alimentación",26839611.00,3171698.00,24000.00,53010077.00,"",36198980.00,57435282.00,"","",176679648.00
2009,14,42,Industria y Energía,7382454.00,2468035.00,"",6577000.00,"",2249257.00,56710929.00,"","",75387675.00
2009,14,43,"Comercio, Turismo y Pymes",2677040.00,265026.00,"",8874441.00,"",1135800.00,19943156.00,"","",32895463.00
2009,14,45,Infraestructuras,26863465.00,16349977.00,1000515.00,19157597.00,"",321526303.00,20172964.00,"","",405070821.00
2009,14,46,"Investigación, Desarrollo e Innovación",9518283.00,1646020.00,100.00,4032589.00,"",11009037.00,18842971.00,"","",45049000.00
2009,14,49,Otras Actuaciones de Carácter Económico,6921536.00,1706107.00,"",5348048.00,"",2786947.00,11864018.00,60000000.00,"",88626656.00
2009,14,91,Alta Dirección,12589315.00,5112249.00,"",3526055.00,"",1891492.00,122178.00,43618.00,"",23284907.00
2009,14,92,Servicios de Carácter General,48118190.00,12262972.00,"",55719845.00,"",28514971.00,52532557.00,3666488.00,"",200815023.00
2009,14,93,Administración Financiera y Tributaria,19862318.00,10867463.00,107000.00,1560849.00,"",2706347.00,1168667.00,"","",36272644.00
2009,14,95,Deuda Pública,"","",37798697.00,"","","","","",86082959.00,123881656.00
2017,10,11,Justicia,186495650.00,36068500.00,2582010.00,36856900.00,"",18920940.00,"","","",280924000.00
2017,10,13,Seguridad Ciudadana e Instituciones Penitenciarias,7469420.00,64402380.00,26000.00,24842400.00,"",2573280.00,50000.00,"","",99363480.00
2017,10,14,Política Exterior,2482410.00,748000.00,"",14880000.00,"","",3100000.00,"","",21210410.00
2017,10,23,Servicios Sociales y Promoción Social,105991920.00,326505170.00,465730.00,560234860.00,"",9139210.00,6648030.00,"","",1008984920.00
2017,10,24,Fomento del Empleo,83617390.00,31265320.00,170000.00,228872690.00,"",5677270.00,1395500.00,"","",350998170.00
2017,10,26,Acceso a la Vivienda y Fomento de la Edificación,7969530.00,1281200.00,"",19700000.00,"",10194960.00,51732370.00,"","",90878060.00
2017,10,31,Sanidad,2471161440.00,2291772900.00,15400000.00,1209917640.00,"",74344480.00,9989660.00,"","",6072586120.00
2017,10,32,Educación,2281287640.00,241040390.00,2000000.00,1580365690.00,"",147292000.00,125737960.00,"",50000.00,4377773680.00
2017,10,33,Cultura,19864010.00,16275230.00,"",68953600.00,"",8645790.00,21271390.00,"","",135010020.00
2017,10,41,"Agricultura, Pesca y Alimentación",64921950.00,40155340.00,2118980.00,74747700.00,"",31859860.00,55716230.00,"","",269520060.00
2017,10,42,Industria y Energía,12536880.00,3130000.00,40000.00,6014000.00,"",269830.00,108881930.00,"","",130872640.00
2017,10,43,"Comercio, Turismo y Pymes",7868110.00,708000.00,"",63408160.00,"","",36324000.00,23950000.00,"",132258270.00
2017,10,44,Subvenciones al Transporte,"","","",57525000.00,"","","","","",57525000.00
2017,10,45,Infraestructuras,44812740.00,52588380.00,4968070.00,3478470.00,"",136771670.00,31518930.00,"","",274138260.00
2017,10,46,"Investigación, Desarrollo e Innovación",31926360.00,71867260.00,1894730.00,4944690.00,"",58195670.00,29543290.00,"",4929040.00,203301040.00
2017,10,49,Otras Actuaciones de Carácter Económico,3572380.00,380000.00,"",2345890.00,"","",11125000.00,"","",17423270.00
2017,10,91,Alta Dirección,50575190.00,10923760.00,182000.00,7488580.00,"",1026240.00,"",25060.00,"",70220830.00
2017,10,92,Servicios de Carácter General,117046820.00,148658340.00,13765810.00,71941710.00,9000000.00,5167750.00,292050.00,69092400.00,"",434964880.00
2017,10,93,Administración Financiera y Tributaria,37325770.00,36489640.00,100000.00,1556000.00,"",1000000.00,2400000.00,3000000.00,"",81871410.00
2017,10,94,Transferencias a otras Administraciones Públicas,"","","",52170960.00,"","",2224730.00,"","",54395690.00
2017,10,95,Deuda Pública,"","",435199610.00,"","","","","",3359435350.00,3794634960.00
2017,17,11,Justicia,11398827.00,2210780.00,"",1574554.00,"",20000.00,"","","",15204161.00
2017,17,13,Seguridad Ciudadana e Instituciones Penitenciarias,1142114.00,1183490.00,"",4004553.00,"",177800.00,"","","",6507957.00
2017,17,14,Política Exterior,401815.00,462808.00,"",1298500.00,"","",542500.00,"","",2705623.00
2017,17,21,Pensiones,"","","",6000.00,"","","","","",6000.00
2017,17,23,Servicios Sociales y Promoción Social,19786080.00,60777051.00,42000.00,39445626.00,"",2729419.00,1548190.00,"","",124328366.00
2017,17,24,Fomento del Empleo,3527644.00,1951750.00,"",16674231.00,"",16870.00,"","","",22170495.00
2017,17,26,Acceso a la Vivienda y Fomento de la Edificación,1906246.00,49000.00,"",3153000.00,"",407300.00,5130415.00,439000.00,"",11084961.00
2017,17,31,Sanidad,180013518.00,119342714.00,370884.00,109004264.00,"",4250041.00,1132942.00,"","",414114363.00
2017,17,32,Educación,157223388.00,16035045.00,22500.00,78826718.00,"",6835486.00,1289105.00,"","",260232242.00
2017,17,33,Cultura,3336593.00,4176782.00,"",4429083.00,"",760577.00,1732505.00,"","",14435540.00
2017,17,41,"Agricultura, Pesca y Alimentación",8412471.00,3855570.00,10000.00,13460071.00,"",1210726.00,14462106.00,"","",41410944.00
2017,17,42,Industria y Energía,713035.00,213100.00,"","","",5000.00,2345000.00,1000000.00,"",4276135.00
2017,17,43,"Comercio, Turismo y Pymes",3982893.00,3146642.00,1000.00,7187452.00,"",320217.00,6110000.00,3300000.00,"",24048204.00
2017,17,44,Subvenciones al Transporte,"","","",3369000.00,"","","","","",3369000.00
2017,17,45,Infraestructuras,15028803.00,13346690.00,5000.00,10521335.00,"",27845845.00,25190621.00,9830000.00,"",101768294.00
2017,17,46,"Investigación, Desarrollo e Innovación",8520702.00,19258374.00,8049.00,8980627.00,"",8692836.00,30468988.00,"",460582.00,76390158.00
2017,17,49,Otras Actuaciones de Carácter Económico,4776481.00,473557.00,"",1766294.00,"",131807.00,12441.00,"","",7160580.00
2017,17,91,Alta Dirección,4297179.00,3586804.00,500.00,2951114.00,"",621000.00,"",42750.00,"",11499347.00
2017,17,92,Servicios de Carácter General,13674122.00,4423533.00,1164.00,207267.00,-387459.00,1757950.00,"",179786.00,"",19856363.00
2017,17,93,Administración Financiera y Tributaria,4580718.00,7131612.00,155077.00,10000.00,"",4089.00,"","","",11881496.00
2017,17,94,Transferencias a otras Administraciones Públicas,"","","",980650.00,"","","","","",980650.00
2017,17,95,Deuda Pública,"","",24291574.00,"","","","","",243572948.00,267864522.00
2011,1,11,Justicia,255244133.00,168362126.00,"",44779819.00,"",26908276.00,421081.00,"","",495715435.00
2011,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,68368845.00,16812005.00,"",1358847.00,"",27694273.00,1000000.00,"","",115233970.00
2011,1,14,Política Exterior,1323263.00,368487.00,"",26195475.00,"",1048794.00,86064830.00,25000000.00,"",140000849.00
2011,1,21,Pensiones,"","","",42071160.00,"","","","","",42071160.00
2011,1,23,Servicios Sociales y Promoción Social,306074429.00,522333149.00,78166.00,1212854467.00,"",48023269.00,56540898.00,"","",2145904378.00
2011,1,24,Fomento del Empleo,114776327.00,32004143.00,"",18055497.00,"",27197654.00,921981187.00,25000000.00,"",1139014808.00
2011,1,26,Acceso a la Vivienda y Fomento de la Edificación,21510522.00,117714.00,1213122.00,7525740.00,"",12736159.00,89878913.00,"","",132982170.00
2011,1,31,Sanidad,4110498536.00,2209332623.00,23000000.00,2743461555.00,"",213695116.00,32520041.00,"","",9332507871.00
2011,1,32,Educación,4099436392.00,205389404.00,36061.00,1943434030.00,"",46604292.00,745065426.00,"","",7039965605.00
2011,1,33,Cultura,87033497.00,21046879.00,11354.00,52524002.00,"",51191244.00,89945893.00,"","",301752869.00
2011,1,41,"Agricultura, Pesca y Alimentación",127318588.00,16951524.00,234082.00,21689650.00,"",47526486.00,648168526.00,"","",861888856.00
2011,1,42,Industria y Energía,"","","",6651233.00,"",23326361.00,63617338.00,40000000.00,"",133594932.00
2011,1,43,"Comercio, Turismo y Pymes",49160834.00,5258902.00,"",61493947.00,"",9156804.00,237242319.00,121302262.00,"",483615068.00
2011,1,45,Infraestructuras,232592127.00,64958649.00,4239626.00,89912159.00,"",744325142.00,407311891.00,"","",1543339594.00
2011,1,46,"Investigación, Desarrollo e Innovación",59760446.00,43702881.00,"",17434082.00,"",56560973.00,447616509.00,20015000.00,"",645089891.00
2011,1,49,Otras Actuaciones de Carácter Económico,43036901.00,16055742.00,"",85686068.00,"",65288711.00,17538453.00,"","",227605875.00
2011,1,91,Alta Dirección,53838526.00,21708693.00,"",12999602.00,"",5819071.00,140000.00,274578.00,"",94780470.00
2011,1,92,Servicios de Carácter General,115396940.00,37470014.00,195000.00,158655002.00,"",30977394.00,72582082.00,18461900.00,28000000.00,461738332.00
2011,1,93,Administración Financiera y Tributaria,20882481.00,2337657.00,"",69551071.00,"",6530405.00,1400000.00,"","",100701614.00
2011,1,94,Transferencias a otras Administraciones Públicas,"","","",420000000.00,"","",7426097.00,"","",427426097.00
2011,1,95,Deuda Pública,"","",704861605.00,"","","","","",1179179788.00,1884041393.00
2010,1,11,Justicia,297083190.00,77173902.00,"",35360646.00,"",51659653.00,867557.00,"","",462144948.00
2010,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,43683969.00,17565329.00,"",1510637.00,"",27157931.00,7908286.00,"","",97826152.00
2010,1,14,Política Exterior,1762809.00,1816907.00,"",35341236.00,"",1225257.00,76896403.00,"","",117042612.00
2010,1,21,Pensiones,"","","",46105532.00,"","","","","",46105532.00
2010,1,23,Servicios Sociales y Promoción Social,324421377.00,587244763.00,78166.00,1090182682.00,"",56177218.00,92602910.00,"","",2150707116.00
2010,1,24,Fomento del Empleo,120244990.00,35375400.00,"",84680638.00,"",33285094.00,1117878454.00,"","",1391464576.00
2010,1,26,Acceso a la Vivienda y Fomento de la Edificación,42666272.00,8413612.00,1245327.00,17007840.00,"",50513418.00,296442435.00,5000000.00,"",421288904.00
2010,1,31,Sanidad,4289057829.00,2155480846.00,1252151.00,2838706012.00,"",401379586.00,53392487.00,"","",9739268911.00
2010,1,32,Educación,4291496426.00,213871398.00,36061.00,2171565640.00,"",51387816.00,608824935.00,"","",7337182276.00
2010,1,33,Cultura,90669040.00,24267983.00,11354.00,68199788.00,"",100877605.00,136522814.00,"","",420548584.00
2010,1,41,"Agricultura, Pesca y Alimentación",136999209.00,18319787.00,260091.00,12401275.00,"",83547629.00,710011303.00,"","",961539294.00
2010,1,42,Industria y Energía,"","","",7361500.00,"",24089064.00,71068982.00,30000000.00,"",132519546.00
2010,1,43,"Comercio, Turismo y Pymes",48198190.00,6306746.00,"",75994392.00,"",12032701.00,472585805.00,315302262.00,"",930420096.00
2010,1,45,Infraestructuras,218754737.00,61379785.00,4207421.00,93498538.00,"",1214253599.00,480225576.00,"","",2072319656.00
2010,1,46,"Investigación, Desarrollo e Innovación",62146938.00,62757166.00,"",19671811.00,"",48483145.00,401033103.00,5586000.00,"",599678163.00
2010,1,49,Otras Actuaciones de Carácter Económico,41636458.00,18654560.00,"",87043487.00,"",51432733.00,106737055.00,"","",305504293.00
2010,1,91,Alta Dirección,55567838.00,22756733.00,"",13331683.00,"",10038862.00,575000.00,289027.00,"",102559143.00
2010,1,92,Servicios de Carácter General,114567244.00,37921189.00,195000.00,381042888.00,"",83686838.00,125630561.00,20461900.00,27000000.00,790505620.00
2010,1,93,Administración Financiera y Tributaria,42777915.00,2102968.00,"",47742430.00,"",6068919.00,24118166.00,"","",122810398.00
2010,1,94,Transferencias a otras Administraciones Públicas,"","","","","","",7426097.00,"","",7426097.00
2010,1,95,Deuda Pública,"","",625798484.00,"","","","","",1031413230.00,1657211714.00
2016,17,11,Justicia,10663640.00,2689335.00,"",1494885.00,"",3162000.00,"","","",18009860.00
2016,17,13,Seguridad Ciudadana e Instituciones Penitenciarias,1245218.00,3277436.00,1000.00,3826473.00,"",291800.00,"","","",8641927.00
2016,17,14,Política Exterior,329213.00,378700.00,"",824500.00,"",17000.00,579000.00,"","",2128413.00
